,Source,Target,CAMEOCode,NumEvents,NumArts,SourceGeoType,TargetGeoType,ActionGeoType,SourceGeoLatInt,TargetGeoLatInt,ActionGeoLatInt,Month
17685506,11263,11263,1,1,1.0,2,2,2,42,42,42,1
17685507,11263,11263,9,1,1.0,3,3,3,44,44,44,1
17716565,11263,8386,12,1,1.0,3,1,3,38,15,38,1
17723660,11263,297,21,3,9.0,4,4,4,36,36,36,1
17768411,11263,11299,9,1,3.0,4,4,4,38,38,38,1
17768412,11263,11426,9,1,1.0,2,3,2,18,18,18,1
17821071,11263,8894,20,1,2.0,2,2,2,33,33,33,1
17832132,11263,3759,3,1,8.0,4,0,0,37,0,0,1
17836192,11263,297,20,1,6.0,1,1,4,38,38,44,1
17842586,11263,297,20,2,6.0,4,4,1,24,24,20,1
17857315,11263,11263,3,1,9.0,1,1,1,38,38,38,1
17886822,11263,8339,20,1,4.0,1,5,1,38,43,38,2
17894575,11263,8017,3,1,5.0,1,4,4,38,43,43,2
17894576,11263,8339,20,5,17.0,2,2,2,36,36,36,2
17909432,11263,11263,1,1,4.0,3,3,3,38,38,38,2
18027710,11263,11263,21,1,6.0,2,2,2,42,42,42,2
18035534,11263,6932,1,1,3.0,2,2,2,44,44,44,2
18035535,11263,6932,3,1,3.0,3,2,2,44,45,45,2
18035536,11263,11263,1,1,2.0,4,0,0,43,0,0,2
18035537,11263,11263,3,1,2.0,3,2,2,44,45,45,2
18035538,11263,11390,1,1,1.0,3,3,3,44,44,44,2
18035539,11263,11390,3,1,1.0,3,2,2,44,45,45,2
18116111,11263,11263,17,1,3.0,4,4,4,13,13,51,3
18172203,11263,11263,1,1,1.0,1,1,1,-15,-15,-15,3
18255350,11263,3759,13,1,2.0,3,2,3,39,38,39,4
18255351,11263,11263,13,1,1.0,3,3,2,39,39,38,4
18350343,11263,11263,11,2,6.0,2,2,2,33,33,33,4
18350344,11263,11263,17,2,6.0,2,2,2,43,43,43,4
18357895,11263,4167,20,1,5.0,1,1,1,64,64,64,4
18381716,11263,11263,21,2,26.0,3,3,3,39,39,39,4
18389446,11263,11263,13,2,4.0,1,1,1,38,38,38,4
18396032,11263,11322,4,1,6.0,2,1,2,32,42,32,4
18411228,11263,1414,3,1,6.0,2,2,2,35,35,35,4
18418325,11263,1414,7,2,5.0,3,1,3,39,-41,39,4
18418326,11263,1414,8,2,5.0,4,0,0,-53,0,0,4
18418327,11263,11263,20,2,5.0,3,4,0,39,-53,0,4
18423210,11263,9014,16,1,4.0,2,2,2,42,42,42,4
18447525,11263,9671,19,1,6.0,3,3,3,33,33,33,5
18447526,11263,9671,19,2,6.0,1,4,1,38,26,38,5
18455574,11263,11263,21,1,3.0,3,3,3,38,38,38,5
18463093,11263,4167,20,1,4.0,1,1,1,38,38,38,5
18472445,11263,4167,3,1,5.0,2,2,3,33,33,33,5
18472446,11263,8660,18,1,2.0,2,2,2,36,36,36,5
18472447,11263,11263,3,1,1.0,2,2,2,42,42,42,5
18486965,11263,11263,11,3,8.0,4,2,2,48,42,42,5
18493890,11263,11263,1,1,4.0,3,3,3,38,38,38,5
18501185,11263,11263,19,1,3.0,4,4,4,21,21,21,5
18501186,11263,11263,19,1,5.0,3,3,3,37,37,37,5
18507935,11263,11263,9,1,2.0,3,3,3,38,38,38,5
18523359,11263,11263,1,1,1.0,3,3,3,34,34,34,5
18523360,11263,11263,18,1,1.0,2,2,2,37,37,37,5
18561618,11263,2241,19,1,9.0,4,4,4,25,-25,25,5
18561619,11263,9671,19,1,9.0,4,4,4,24,24,24,5
18603932,11263,5911,4,1,2.0,2,2,2,42,42,42,5
18630344,11263,11263,17,1,3.0,4,0,0,52,0,0,5
18636457,11263,11263,6,1,4.0,3,3,3,38,38,38,5
18682511,11263,3219,17,1,2.0,2,4,2,36,6,36,6
18682512,11263,11263,17,1,2.0,2,4,2,42,48,42,6
18690129,11263,11263,21,3,5.0,2,2,2,42,42,42,6
18765271,11263,4167,1,1,2.0,2,3,2,36,34,36,6
18765272,11263,4167,7,2,4.0,2,2,2,36,36,36,6
18765273,11263,11263,20,1,2.0,3,3,3,34,34,34,6
18765274,11263,11263,7,1,2.0,3,4,4,34,44,44,6
18803953,11263,4167,19,1,3.0,2,2,2,41,41,41,6
18826801,11263,11263,20,1,3.0,3,3,3,25,25,25,6
18831150,11263,11263,17,1,3.0,3,3,3,38,38,38,6
18841999,11263,11263,9,1,5.0,2,2,2,42,42,42,7
18842000,11263,11263,17,2,5.0,2,2,4,42,42,48,7
18870575,11263,1017,21,1,3.0,3,3,3,38,38,38,7
18874897,11263,3759,1,2,8.0,3,3,3,38,38,38,7
18874898,11263,6969,1,1,5.0,1,1,1,-17,-17,-17,7
18885733,11263,4167,21,1,5.0,2,4,4,36,14,14,7
18885734,11263,4181,21,1,2.0,2,2,2,27,27,27,7
18885736,11263,11263,20,3,6.0,3,3,3,30,30,30,7
18885737,11263,11263,11,1,1.0,3,3,3,25,25,25,7
18899499,11263,3759,21,1,6.0,2,2,2,42,42,42,7
18918349,11263,3759,20,1,1.0,3,3,3,47,47,47,7
18918350,11263,5838,8,1,2.0,3,3,1,38,38,-17,7
18918351,11263,11263,1,2,2.0,1,1,1,-17,-17,-17,7
18918352,11263,11302,20,1,4.0,3,3,3,38,38,38,7
18928504,11263,11263,1,1,2.0,3,3,3,31,31,31,7
18935025,11263,497,1,1,4.0,4,4,4,-25,-25,-25,7
18935026,11263,3099,1,1,2.0,4,4,4,-37,-37,-37,7
18949170,11263,11263,3,1,1.0,3,3,3,38,38,38,7
18985113,11263,11263,8,1,2.0,2,3,3,39,40,40,7
18992308,11263,11263,3,2,8.0,2,4,2,39,51,39,7
19013237,11263,3759,1,2,4.0,3,3,3,29,29,29,7
19013238,11263,3759,12,2,4.0,3,3,3,29,29,29,7
19013239,11263,3759,12,3,4.0,3,3,3,29,29,32,7
19019731,11263,2137,11,2,6.0,4,4,2,0,0,31,7
19019732,11263,11076,11,2,6.0,4,2,2,0,31,31,7
19045984,11263,4167,1,1,6.0,3,3,3,38,38,38,8
19045985,11263,11322,22,1,1.0,1,1,1,38,38,38,8
19051828,11263,11263,20,3,7.0,2,3,3,32,30,30,8
19131761,11263,4167,20,1,5.0,1,1,1,38,38,38,8
19131762,11263,4167,7,1,5.0,1,1,1,38,38,38,8
19145853,11263,1980,17,1,7.0,2,2,2,40,40,40,8
19153079,11263,1980,17,3,7.0,4,4,4,-25,-25,-25,8
19202741,11263,1212,12,1,2.0,1,2,1,13,21,13,8
19218330,11263,11263,9,1,2.0,3,3,3,34,34,34,9
19225916,11263,11263,5,1,1.0,3,3,3,32,26,32,9
19264022,11263,1212,10,1,5.0,2,4,2,31,6,31,9
19288361,11263,2885,21,1,3.0,3,3,3,42,42,42,9
19288362,11263,3759,21,1,3.0,3,3,3,38,38,38,9
19288363,11263,11263,1,1,2.0,3,3,3,38,38,38,9
19295506,11263,4167,9,1,6.0,1,1,1,38,13,13,9
19295507,11263,7033,20,1,2.0,0,0,0,0,0,0,9
19336380,11263,11263,19,1,2.0,2,2,2,40,41,40,9
19433503,11263,4167,21,1,1.0,3,3,3,25,25,25,10
19433504,11263,6213,1,1,8.0,3,3,3,41,41,41,10
19445999,11263,4167,20,1,1.0,1,1,1,41,41,41,10
19446000,11263,11263,20,1,1.0,3,3,3,32,32,32,10
19468886,11263,3759,22,1,1.0,1,1,1,15,15,15,10
19477340,11263,11263,14,1,1.0,4,0,0,37,0,0,10
19535557,11263,4167,2,1,7.0,3,3,3,38,38,38,10
19629800,11263,297,21,1,2.0,3,3,3,38,38,38,10
19629801,11263,297,12,2,2.0,4,4,4,45,45,25,10
19629802,11263,311,1,2,5.0,1,1,1,-6,-6,-6,10
19629803,11263,311,12,1,5.0,1,1,1,-6,-6,60,10
19629804,11263,11263,20,1,2.0,4,4,4,25,25,25,10
19655017,11263,11389,4,1,6.0,3,3,3,38,38,38,11
19671841,11263,4167,9,1,1.0,3,3,3,43,43,43,11
19671842,11263,4167,11,1,3.0,2,2,2,44,44,44,11
19688312,11263,297,1,2,5.0,3,3,1,38,38,46,11
19688313,11263,11263,1,1,1.0,3,4,1,38,25,46,11
19700120,11263,3844,21,1,1.0,3,3,1,31,31,42,11
19768729,11263,1426,1,1,3.0,2,2,2,39,39,39,11
19829529,11263,11263,1,1,4.0,2,2,2,27,27,27,11
19862249,11263,132,18,1,3.0,2,2,2,41,41,41,12
19886487,11263,4167,7,2,3.0,4,4,4,-41,-41,-41,12
19916950,11263,1414,6,1,2.0,1,1,1,38,38,38,12
19916951,11263,11263,4,1,2.0,1,1,1,-30,-30,-30,12
19916952,11263,11263,5,1,3.0,1,2,2,-30,27,27,12
19954671,11263,11263,8,1,5.0,3,3,3,41,41,41,12
19977124,11263,11263,21,1,1.0,2,1,1,27,40,40,12
19990202,11263,11263,1,1,2.0,1,1,1,15,15,15,12
20139101,11263,12928,11,1,9.0,4,4,4,-26,-26,-26,1
21205208,11263,4150,5,1,5.0,4,4,4,-26,-26,-26,7
21205209,11263,4150,10,1,5.0,4,4,4,-26,-26,-26,7
21205210,11263,4150,17,1,5.0,4,4,4,-26,-26,-26,7
21205211,11263,11376,5,1,5.0,4,4,4,-26,-26,-26,7
22099409,11263,2445,19,1,2.0,4,4,4,-26,-26,-26,12
22099410,11263,11366,19,1,2.0,4,4,4,-26,-26,-26,12
23803810,11263,11366,1,1,1.0,1,1,1,54,54,54,8
23803811,11263,11370,1,2,2.0,4,4,4,-26,-26,-26,8
24132311,11263,237,20,2,9.0,1,4,1,-12,-25,-12,9
24132312,11263,237,21,2,9.0,1,4,1,-12,-25,-12,9
24132313,11263,8667,20,3,9.0,1,4,1,-12,-25,-12,9
24132314,11263,8667,21,3,9.0,1,4,1,-12,-25,-12,9
27129734,11263,4150,1,1,4.0,4,4,4,-26,-26,-26,2
30884899,11263,4150,4,1,2.0,1,1,1,-26,-26,-26,10
30884900,11263,11366,4,1,2.0,1,1,1,-26,-26,-26,10
30903114,11263,2254,11,1,4.0,1,1,1,-26,-26,-26,10
30903115,11263,7497,11,1,9.0,4,4,4,-26,-11,-26,10
32918409,11263,4150,22,1,4.0,1,1,1,-26,-26,-26,5
32918410,11263,4150,5,1,4.0,1,1,1,-26,-26,-26,5
32918411,11263,11366,5,1,4.0,1,1,1,-26,-26,-26,5
36531264,11263,7024,11,1,5.0,4,4,4,-26,-26,-26,3
36531265,11263,7024,17,1,5.0,1,1,1,-26,-26,-26,3
37891986,11263,4150,3,1,1.0,1,1,1,-26,-26,-26,6
38347762,11263,5234,20,2,9.0,1,1,1,-26,-26,-26,7
38790654,11263,4150,4,1,9.0,4,4,4,65,65,65,9
38790655,11263,4150,17,1,9.0,1,1,1,-26,-26,-26,9
39499194,11263,7024,20,1,9.0,1,1,1,-26,-26,-26,10
39499195,11263,7024,17,1,9.0,1,1,1,-26,-26,-26,10
46924746,11263,9786,4,1,1.0,1,1,1,-4,-4,-4,11
46924747,11263,11236,4,1,1.0,4,4,0,-4,-4,0,11
52580895,11263,11236,5,2,10.0,4,4,4,40,40,40,9
71280620,11263,11361,20,1,10.0,1,1,1,-20,-20,-20,8
